file,line,kind,name,finisher,n_tactics,last_tactic
.lake/packages/mathlib/Mathlib/LinearAlgebra/Projectivization/Basic.lean,188,theorem,map_comp,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Projectivization/Action.lean,36,lemma,generalLinearGroup_smul_def,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Projectivization/Action.lean,40,lemma,matrixSpecialLinearGroup_smul_def,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Finsupp/LSum.lean,205,theorem,lcongr_symm,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Finsupp/Pi.lean,165,theorem,splittingOfFunOnFintypeSurjective_injective,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Finsupp/LinearCombination.lean,356,theorem,Submodule.mem_span_image_finset_iff_exists_fun,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Multilinear/Curry.lean,53,theorem,MultilinearMap.curryLeft_apply,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Multilinear/TensorProduct.lean,51,theorem,domCoprodDep'_apply,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/TensorProduct/Decomposition.lean,56,lemma,decomposeTensor_apply,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/TensorProduct/Map.lean,42,theorem,map_tmul,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/TensorProduct/Map.lean,76,theorem,map,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/TensorProduct/Pi.lean,76,lemma,piRight_apply,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/TensorProduct/Pi.lean,145,lemma,piScalarRight_apply,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/TensorProduct/Submodule.lean,35,theorem,mulMap_tmul,rfl,5,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/GeneralLinearGroup/Basic.lean,35,theorem,toLinearEquiv_mul,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/GeneralLinearGroup/Basic.lean,39,theorem,toLinearEquiv_inv,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/GeneralLinearGroup/Basic.lean,53,theorem,ofLinearEquiv_mul,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/GeneralLinearGroup/Basic.lean,57,theorem,ofLinearEquiv_inv,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/ExteriorPower/Basic.lean,169,lemma,linearMap_ext,rfl,4,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/ExteriorPower/Basic.lean,237,lemma,map_comp_,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/ExteriorPower/Basic.lean,244,lemma,map_apply_,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Transvection/Generation.lean,37,theorem,le_one_add_finrank_fixedSubmodule_dilatransvection_mul,linarith,5,linarith
.lake/packages/mathlib/Mathlib/LinearAlgebra/Transvection/Generation.lean,51,theorem,le_one_add_finrank_fixedSubmodule_mul_dilatransvection,linarith,5,linarith
.lake/packages/mathlib/Mathlib/LinearAlgebra/Transvection/Generation.lean,136,theorem,finrank_quotient_sup_span_singleton,omega,4,omega
.lake/packages/mathlib/Mathlib/LinearAlgebra/PiTensorProduct/Basic.lean,224,theorem,tprod_eq_tprodCoeff_one,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/PiTensorProduct/Basic.lean,234,lemma,_root_.FreeAddMonoid.toPiTensorProduct,rfl,5,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/AffineSpace/AffineMap.lean,311,theorem,id_linear,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/AffineSpace/FiniteDimensional.lean,833,theorem,finrank_eq,ring,2,ring
.lake/packages/mathlib/Mathlib/LinearAlgebra/RootSystem/Hom.lean,300,lemma,toHom_comp,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/RootSystem/Hom.lean,364,lemma,weightEquiv_mul,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/RootSystem/Hom.lean,374,lemma,coweightEquiv_mul,rfl,1,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/TensorPower/Basic.lean,107,theorem,cast_eq_cast,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Span/Defs.lean,319,theorem,subset_span_trans,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Span/Defs.lean,389,theorem,sup_toAddSubmonoid,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Span/Defs.lean,602,lemma,sup_toAddSubgroup,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/QuadraticForm/TensorProduct.lean,81,theorem,tensorDistrib_tmul,rfl,5,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/QuadraticForm/Basic.lean,161,theorem,map_add_self,norm_num,2,norm_num
.lake/packages/mathlib/Mathlib/LinearAlgebra/QuadraticForm/Basic.lean,887,lemma,associated_sq,rfl,3,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/QuadraticForm/Basic.lean,1280,theorem,basisRepr_apply,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/CliffordAlgebra/Prod.lean,110,lemma,ofProd_,rfl,2,rfl
.lake/packages/mathlib/Mathlib/LinearAlgebra/Alternating/DomCoprod.lean,147,theorem,domCoprod'_apply,rfl,4,rfl
